Pitcher,Year,PitcherThrows,Strike_Percent,K_BB,median_Distance,median_ExitSpeed,median_Extension,median_RelSpeed_Fastball,median_RelSpeed_Slider,median_RelSpeed_Curveball,median_RelSpeed_ChangeUp,median_SpinRate_Fastball,median_SpinRate_Slider,median_SpinRate_Curveball,median_SpinRate_ChangeUp,median_SpinAxis_Fastball,median_SpinAxis_Slider,median_SpinAxis_Curveball,median_SpinAxis_ChangeUp,median_PlateLocHeight_Fastball,median_PlateLocHeight_Slider,median_PlateLocHeight_Curveball,median_PlateLocHeight_ChangeUp,median_PlateLocSide_Fastball,median_PlateLocSide_Slider,median_PlateLocSide_Curveball,median_PlateLocSide_ChangeUp,median_VertApprAngle_Fastball,median_VertApprAngle_Slider,median_VertApprAngle_Curveball,median_VertApprAngle_ChangeUp,median_HorzApprAngle_Fastball,median_HorzApprAngle_Slider,median_HorzApprAngle_Curveball,median_HorzApprAngle_ChangeUp,median_Angle_Fastball,median_Angle_Slider,median_Angle_Curveball,median_Angle_ChangeUp,median_InducedVertBreak_Fastball,median_InducedVertBreak_Slider,median_InducedVertBreak_Curveball,median_InducedVertBreak_ChangeUp,median_HorzBreak_Fastball,median_HorzBreak_Slider,median_HorzBreak_Curveball,median_HorzBreak_ChangeUp,ERA
"Fraze, Nicholas",2019,RIGHT,0.5096153846153846,2,100.2979301,86.55127972,6.4248667535,88.27532151,80.525516455,NA,NA,1778.116155,2176.889239,NA,NA,224.5844413,127.44236169999999,NA,NA,1.98646052,1.4257643195,NA,NA,-0.03685721,-0.587934967,NA,NA,-6.675624914,-8.492155389,NA,NA,-0.080491513,-2.9059119065,NA,NA,3.8614519995,12.80935849,NA,NA,10.25746611,3.509249199,NA,NA,10.41138328,-5.980850814,NA,NA,4.84
"Frazier, Tyler",2022,RIGHT,0.574750830564784,1.1,101.3961,82.58977,6.33755,88.77995,77.90573,73.49984,80.79798,2066.203297,2266.4632635,2125.744312,1793.309025,215.487427,76.38591600000001,53.221721,243.816119,2.39182,1.7933400000000002,1.5737,1.45375,0.247,-0.659355,-0.18903,0.41441,-5.433314,-8.899640999999999,-9.759386,-7.501235,0.136839,-2.7893435,-2.229601,0.989475,10.256578,15.158779,-13.700099,11.00452,14.80619,-1.398895,-8.21953,11.28599,10.44733,-12.440755,-12.71418,17.60277,7.93
"Freeman, Nate",2022,RIGHT,0.48514851485148514,4,77.86190500000001,74.97118,4.9586749999999995,85.08246,75.36633499999999,NA,NA,1901.1335155000002,2010.6542345,NA,NA,239.9408665,32.880489499999996,NA,NA,2.8152150000000002,1.884225,NA,NA,0.042335,-0.836175,NA,NA,-6.144019999999999,-9.211883499999999,NA,NA,-0.6390515,-3.866501,NA,NA,27.606563,-0.706034,NA,NA,12.659025,-6.63268,NA,NA,19.05816,-4.5302,NA,NA,6.41
"Frey, Riley",2022,LEFT,0.49411764705882355,0.6,160.139865,84.17935,6.268535,88.01822,NA,76.63944000000001,79.51286999999999,2152.8228905,NA,2553.721317,1465.3820415,136.791126,NA,293.09417199999996,139.3145895,2.04234,NA,2.1898,2.0867500000000003,-0.18822,NA,-0.069345,-0.35561,-6.19418,NA,-8.5257145,-6.923275500000001,1.625723,NA,4.0416025,1.687385,17.9398775,NA,22.329448,10.750711,12.62245,NA,-3.941025,9.678355,-10.67292,NA,14.146365,-8.979415,4.1
"Frias, Michael",2022,RIGHT,0.5075187969924813,5,183.98618,81.24339,5.661804999999999,87.084975,78.87969,73.7873,77.54917499999999,1998.598818,2219.641364,2508.693015,1654.864352,211.0032805,66.473663,41.694127,238.84815500000002,2.26544,2.15243,1.62013,1.82266,-0.32276499999999997,-0.28265,-0.20388,0.08049,-5.8974815,-8.271191,-10.320773,-7.6690355,0.1521275,-1.207184,-1.669115,0.8214745,21.8550665,36.034354,5.408040499999999,18.272741500000002,17.843175000000002,-0.81886,-10.94544,10.801974999999999,10.084005,-4.67264,-11.22686,15.04993,5.19
"Fricke, Zach",2019,RIGHT,0.5274725274725275,1.3333333333333333,195.1121968,87.96502262,6.419792315,87.34494176,NA,NA,78.989077865,1847.4525865,NA,NA,1397.3295155,219.4126811,NA,NA,200.77828399999999,2.419365452,NA,NA,1.930776764,-0.20789011400000001,NA,NA,0.6944439885,-5.631589791,NA,NA,-7.8870233985,-1.1316554335000002,NA,NA,-1.210298167,22.17354967,NA,NA,2.330693121,15.24596045,NA,NA,5.797850604,12.73813588,NA,NA,4.1304592965,5.95
"Fuller, Brady",2022,RIGHT,0.5324825986078886,1.5833333333333333,78.85388,79.19851,5.1657400000000004,91.35352,80.664575,80.182625,84.46586,2193.0042015,2411.7986165,2454.516099,1604.803951,241.333747,47.692019,47.7785605,254.754967,1.95164,1.4687999999999999,1.6458949999999999,1.2212,0.06645,-0.379575,-0.45919,0.30669,-6.547151,-9.3214875,-9.267582,-8.311105,-0.789866,-3.3032735,-3.6606035,-0.712924,8.256010499999999,6.158708,6.384872,9.286916,10.22583,-6.207505,-6.326065,4.87839,15.85143,-9.32048,-8.79674,13.24166,5.71
"Futrell, Devin",2022,LEFT,0.4711729622266402,7,187.10998,84.39068,6.24635,87.91176999999999,76.181795,72.71493,75.68391,2185.655488,1991.917578,2052.591054,1575.982044,151.4949225,207.002994,337.674327,148.231767,2.375435,2.3496449999999998,2.12972,2.00871,-0.24032,1.0277500000000002,0.01163,-0.65726,-5.190035999999999,-7.9015635,-9.202673,-7.175489,-0.06662850000000001,2.6736965,1.447688,0.08509,27.105595,35.6439325,29.87916,14.099838,19.28857,7.900164999999999,-5.11201,14.7741,-10.121265000000001,2.57227,2.07276,-8.40083,3.41
"Gaddis, John",2022,LEFT,0.5503355704697986,2.090909090909091,164.4684,78.21718,5.37611,88.83262500000001,81.22851,74.586205,78.35683499999999,2130.4195895000003,2205.278545,2205.0300955000002,1385.702623,156.572849,226.813685,313.020141,116.463379,2.473205,1.99731,2.44934,1.74918,0.10911,1.18395,0.22625,-0.30061,-5.129291,-8.09536,-8.88118,-7.9789925,-0.39528050000000003,1.840902,1.2039135,-1.161179,29.4852335,21.236715500000003,14.637359,-15.188362,20.21383,6.06347,-6.79199,8.215595,-8.037305,5.23725,7.356775,-12.916875000000001,4.2
"Gainey, Garrett",2022,LEFT,0.5073891625615764,2,181.99001,84.09528,5.6828,89.68147,77.9922,NA,81.39792,1941.5040605,1951.4715314999999,NA,1674.361835,142.801186,268.84270549999997,NA,123.461128,2.50857,2.114,NA,2.50411,-0.19689,0.015924999999999998,NA,-0.73887,-5.569813,-8.085024,NA,-6.747248,-0.797361,0.9597895,NA,-1.456845,15.690254,24.808145000000003,NA,18.079441,16.27166,1.46943,NA,9.32402,-11.45501,3.196695,NA,-13.53705,6.62
"Gainous, Garrett",2022,RIGHT,0.5304182509505704,2.8461538461538463,132.22117,81.31226,6.463290000000001,90.07781,78.89305,NA,80.42691500000001,2148.972833,2046.160773,NA,1360.3884855000001,214.865745,47.570078,NA,245.231083,2.46912,1.83262,NA,1.7849400000000002,-0.0743,-1.02048,NA,0.31674,-5.235854,-8.261798,NA,-7.4257715,-1.383859,-3.845758,NA,-1.1057525,26.235889,15.679114,NA,8.290403000000001,16.0071,-1.55453,NA,6.139395,10.63103,-3.04244,NA,12.183769999999999,2.98
"Galicia, Jimmy",2021,RIGHT,0.50355871886121,3.3333333333333335,155.31509484999998,84.38109105,6.008012767,87.24744955,75.85469384999999,75.27824238,82.12136628,2056.045204,2281.4129955,2244.956449,2032.441705,229.30496785,102.26765745,97.65815174,233.2769001,2.292513736,1.959099908,1.750326598,2.19071684,0.30097518349999997,-0.174319614,-0.0608507,0.855105316,-6.339505436,-8.9236380195,-9.250817118,-6.977048045,0.857654135,-2.191653461,-2.078989688,1.74557237,11.554203865,23.104530265,3.2183260149999997,5.525477381,13.724831739999999,1.8819166795000002,1.661162794,12.82239125,15.029865749999999,-8.737390549,-9.350207143,17.08555081,6.71
"Galicia, Jimmy",2022,RIGHT,0.533508541392904,2.111111111111111,137.892875,83.71902,6.35689,86.60337000000001,77.83849,NA,81.47901999999999,2126.254351,2221.333718,NA,2058.4622525,229.315944,109.501414,NA,231.962843,2.10188,1.52504,NA,1.54743,0.067565,-0.38598,NA,0.48729,-6.367300999999999,-8.545385,NA,-7.517506,-0.065705,-2.63153,NA,0.037623000000000004,14.253878,17.261232,NA,14.5340895,14.440010000000001,3.94394,NA,12.603605,15.24806,-7.09016,NA,14.276605,8.32
"Gallagher, Pat",2022,RIGHT,0.47572815533980584,9,236.35072,86.05894,5.49616,90.12221,NA,82.03539,NA,2349.0811870000002,NA,2502.743414,NA,218.472371,NA,24.207377,NA,2.53599,NA,1.06315,NA,-0.24731,NA,-0.7508,NA,-4.824862,NA,-9.05105,NA,-1.082548,NA,-3.226957,NA,43.818196,NA,-24.74392,NA,18.00584,NA,-7.70103,NA,13.42387,NA,-4.07441,NA,3.41
"Gallagher, Ryan",2022,RIGHT,0.509765625,1.9285714285714286,146.053155,83.53523,6.36505,87.85078,78.20267,74.93528,75.67572,2170.378376,2211.243674,2438.3211635,1459.0930720000001,208.520663,170.033229,20.5595885,240.80182150000002,2.27485,1.9646,1.985245,1.58652,-0.14215,-0.2504,0.051905,0.38138,-5.804564,-8.52714,-10.315659499999999,-8.636374499999999,-0.296116,-1.592503,-1.295809,0.5239235,20.0372445,11.182537,-4.474147,7.347932,22.1967,0.2189,-11.611799999999999,9.145125,11.05638,-0.19839,-4.01457,14.387115000000001,3.25
"Gamble, Kyle",2022,LEFT,0.5,4.6,180.02844,78.83559,5.597125,85.93682000000001,76.87631999999999,NA,79.97767999999999,2220.923364,2577.027208,NA,1915.60858,140.8748835,282.5740005,NA,129.344546,2.4726350000000004,2.0318,NA,1.5766650000000002,0.0953,0.44061,NA,-0.43768,-5.5829815,-8.469427499999998,NA,-7.486253,1.4224895000000002,4.022476,NA,0.7853105,33.918254,16.542399,NA,21.4613285,17.85188,-0.66646,NA,12.767959999999999,-13.51286,9.10119,NA,-14.278375,6.65
"Gambrell, Grant",2019,RIGHT,0.5257731958762887,5,179.7098402,78.59721446,6.148995213,93.32508939,83.08386622500001,NA,83.40038896,2421.8070669999997,2546.7412245,NA,1892.742006,216.84941924999998,37.7413891,NA,220.6819001,2.7408269,2.523572882,NA,2.005957952,0.391255681,-0.5360246934999999,NA,0.173539932,-5.3148690389999995,-7.9641578775,NA,-6.907049112,0.2793151635,-2.334362526,NA,-0.196551088,29.70084784,34.3504493,NA,10.669426111,14.22103956,-5.851590894499999,NA,11.7148559,11.222557715,-3.7982023775,NA,9.18190921,2.83
"Gannon, Jack",2022,RIGHT,0.6460176991150443,0.625,197.12634,78.20604,6.245845,79.98465,72.32426,69.61641,74.19402,1899.332625,1821.836161,1856.177473,1273.855596,189.706265,156.886656,90.24865,237.069299,2.24083,2.41397,1.63073,1.93343,-0.4607,-0.25968,-0.4859,1.03946,-6.64205,-7.082396,-9.326908,-7.593631,-1.861723,-2.944533,-3.650543,-0.494759,27.504707,31.388075,30.241435000000003,16.035111,12.73115,9.64654,1.86937,9.30312,1.84075,-4.44988,-11.2417,9.86398,11.09
"Garcia, Brandyn",2022,LEFT,0.5111111111111111,1.7142857142857142,58.463404999999995,82.65502,5.23209,90.541515,82.075745,NA,NA,2360.6406525,2579.951473,NA,NA,128.527417,276.854395,NA,NA,2.27834,1.814285,NA,NA,-0.28003500000000003,0.09620000000000001,NA,NA,-6.057731499999999,-8.2164795,NA,NA,0.31406049999999996,2.897512,NA,NA,9.079777,34.258133,NA,NA,11.62168,0.462815,NA,NA,-12.8356,10.368665,NA,NA,7.15
"Garcia, Ryan",2019,RIGHT,0.6691176470588235,0.6666666666666666,179.1292816,75.79085215,4.9452008124999995,90.76387893,83.25474038,NA,NA,2323.068209,2399.861503,NA,NA,199.2259812,133.38810790000002,NA,NA,2.757934182,2.0138702045,NA,NA,0.265668903,-0.328427051,NA,NA,-5.20475991,-7.830567862500001,NA,NA,-0.097972014,-2.147444932,NA,NA,35.27505418,12.39103149,NA,NA,20.74961788,4.0446446685,NA,NA,7.459631719,-4.2635478085,NA,NA,1.44
"Garland, Jake",2022,RIGHT,0.4930232558139535,6.5,34.59145,80.16244,5.866295,90.18105,82.0109,NA,83.33747,2239.904006,2144.165694,NA,1717.150209,245.860625,87.388664,NA,222.4408055,2.33436,1.92915,NA,2.138865,0.00765,-1.39057,NA,0.24638000000000002,-6.44173,-8.166006,NA,-7.3975185,-0.681753,-3.670708,NA,-0.708134,5.5892705000000005,16.964735,NA,17.045344,8.04634,0.83118,NA,11.808354999999999,15.66182,-2.56449,NA,9.29912,4
"Gartland, Chad",2022,RIGHT,0.5443037974683544,3,137.905035,85.78858,5.83232,88.64522,76.59373,NA,NA,1998.8332615,1987.5183315,NA,NA,215.9584285,93.0274815,NA,NA,2.88243,2.652765,NA,NA,0.207315,-0.03967,NA,NA,-4.988482,-8.046663500000001,NA,NA,-0.6689609999999999,-2.4230140000000002,NA,NA,29.824791,0.800601,NA,NA,17.88062,-1.4698,NA,NA,12.826799999999999,-1.304945,NA,NA,3.99
"Gartman, Landon",2022,RIGHT,0.5469613259668509,8.5,248.38478500000002,83.164295,5.075415,90.156015,NA,78.147885,80.56323,2104.2551235,NA,2499.4165489999996,1901.734231,192.3817335,NA,27.1468715,207.559972,2.5426599999999997,NA,2.384975,1.95474,-0.155555,NA,-0.305575,0.01198,-5.1153865,NA,-9.5029435,-6.772186,-0.1374195,NA,-1.5716415000000001,-0.036076,46.415656999999996,NA,37.994376,-5.638753,21.811014999999998,NA,-13.83353,15.68032,4.402975,NA,-7.89522,7.65083,3.56
"Garza, Michael",2022,RIGHT,0.5942028985507246,0.3333333333333333,146.364465,76.41466,5.52568,90.0265,NA,78.91279,NA,2216.1691419999997,NA,2488.776096,NA,214.2410745,NA,23.449297,NA,1.95221,NA,1.88197,NA,-0.308425,NA,-0.76942,NA,-6.0972755,NA,-9.177152,NA,-0.2074475,NA,-1.87677,NA,29.681776499999998,NA,-0.736618,NA,18.92383,NA,-5.12693,NA,12.02857,NA,-3.23634,NA,5.8
"Gehring, Doyle",2022,RIGHT,0.5,3.3333333333333335,97.44581,83.83594,6.208254999999999,91.892345,81.58114,NA,83.69727,2478.279348,2448.0967955,NA,1616.729706,202.31955299999998,124.4803885,NA,266.398895,2.89072,2.75406,NA,1.94282,0.015809999999999998,-0.50384,NA,-0.0039,-4.6758325,-6.520514,NA,-6.861767,-2.4598760000000004,-4.303603,NA,-2.510812,27.386313,18.138942,NA,-6.204172,16.75361,4.849155,NA,2.08347,6.661025,-5.891245,NA,12.04402,4.36
"Genuario, Tommy",2019,RIGHT,0.463768115942029,2,253.97731995,96.96302523,6.224199614,85.074109695,79.19966234500001,NA,77.81924724,1911.11908,1861.378232,NA,1777.580214,211.61852175,211.77078485,NA,240.060067,2.558475336,2.484755652,NA,2.997551058,-0.053723314,0.1604629785,NA,1.461012305,-6.083888592,-7.931341246,NA,-6.612555358,-0.16114118249999998,-1.105853597,NA,1.426564546,4.9188309855,19.64030175,NA,16.0557628,17.230460555,5.1072405865,NA,8.072199039,10.0873073975,3.2291617855,NA,13.58847203,3.14
"Gerard, Chris",2019,LEFT,0.5971563981042654,1.6,166.041474,80.76790553,5.513434194,88.11685975,83.2968971,74.375134310000007,NA,1906.607312,2090.427706,2472.126823,NA,147.03653405,202.3253047,305.6794232,NA,2.386189527,2.8355092844999996,2.423275137,NA,-0.008191384500000001,0.047953962,0.209342208,NA,-5.688887933,-6.414127187,-8.977979158,NA,0.9058985425,1.873142607,3.42935146,NA,19.07007632,34.41024201,7.930487935,NA,13.219704475,7.9124859695,-8.385861661,NA,-9.0006989305,2.5719274045,10.35426693,NA,2.77
"Gerl, Ben",2022,LEFT,0.5665024630541872,1.4285714285714286,132.58912,81.23614,5.136365,86.91474,74.70928,72.75822,NA,2086.810018,2003.622115,1942.7929355,NA,140.097042,310.311616,332.517856,NA,2.3347,1.88334,1.746525,NA,-0.16594,0.40917,0.31723999999999997,NA,-5.521242,-9.474834,-10.0778475,NA,1.815939,4.547294,4.1167039999999995,NA,21.659797,23.5244625,8.696376,NA,19.36981,-3.63658,-8.09028,NA,-15.34099,5.25276,6.08268,NA,5.24
"German, Nestor",2022,RIGHT,0.567398119122257,1.5,168.09488,83.323875,6.18762,90.22402500000001,83.998245,76.72006999999999,84.43232,2361.1164255,2356.4915739999997,2367.742935,1904.494395,202.044149,146.60720750000002,29.560221,217.433787,2.43566,1.86805,2.07288,2.47972,-0.163715,-0.6615800000000001,-0.42010000000000003,0.4031,-5.5358365,-7.6728495,-10.1181775,-6.219613,-0.5471125,-2.4378995000000003,-2.5577864999999997,-0.1455,28.855227,7.887641,-37.1948295,31.5498235,20.43729,5.191815,-13.80426,16.81938,7.69768,-2.674945,-8.676385,10.9128,6.99
"Germinerio, Anthony",2022,RIGHT,0.5681818181818182,2,137.40819,88.48984,6.095695,89.560415,79.98566,NA,NA,2162.6094935,2462.090954,NA,NA,242.94766499999997,85.687973,NA,NA,2.64439,2.11171,NA,NA,-0.13966499999999998,-0.62676,NA,NA,-6.0953665,-7.806093,NA,NA,-0.013791999999999999,-3.441797,NA,NA,22.941993,9.602665,NA,NA,10.296325,0.79547,NA,NA,17.34865,-7.97619,NA,NA,5.62
"Gervase, Paul",2022,RIGHT,0.5336426914153132,4.5,150.97188,78.76104,6.39062,92.64285,80.29909,NA,NA,2352.4998865,2187.721629,NA,NA,222.699353,68.716011,NA,NA,2.41739,2.11671,NA,NA,0.02481,-0.78373,NA,NA,-4.995149,-8.010118,NA,NA,-1.577102,-4.079921,NA,NA,25.45433,28.14543,NA,NA,14.768,-2.01079,NA,NA,13.07229,-8.90304,NA,NA,1.85
"Gibson, Cade",2022,LEFT,0.49122807017543857,7,78.08514,82.570955,5.65934,89.84712,NA,75.88729,81.38141,1937.8889100000001,NA,2721.295967,1634.605731,118.897094,NA,312.945227,105.85060100000001,1.9823849999999998,NA,2.03131,1.50679,0.43813,NA,0.70482,-0.38600500000000004,-6.121801,NA,-9.551229,-7.762268499999999,0.7795125,NA,3.582872,-0.0851615,9.114875,NA,5.746813,5.123452,9.21087,NA,-13.24934,5.181889999999999,-14.639575,NA,15.98111,-14.914200000000001,4.87
"Giesting, Spencer",2022,LEFT,0.5357142857142857,2.875,134.52553,82.52027,5.87393,90.955945,80.05522,79.25704,85.930695,2379.991038,2734.025826,2849.186349,1681.6399430000001,155.1577255,303.845517,310.3141945,106.659391,2.2850349999999997,1.95997,1.56224,1.83856,-0.008195000000000001,0.17468,-0.13349,-0.35292,-5.5424415,-9.067099,-9.430937,-7.4134785,1.61266,3.563623,3.627989,0.8176685,24.2293835,10.437401,10.665988,-30.521713,18.942905,-6.27591,-9.98115,5.62144,-8.074375,11.07134,13.21735,-15.800519999999999,3.72
"Gilbert, Geoffrey",2022,LEFT,0.5089285714285714,3.1538461538461537,183.94050499999997,81.22387,5.61958,88.965585,78.95081,NA,78.7885,2063.971246,2387.423281,NA,2066.620255,152.299327,281.210377,NA,138.923563,2.3105,2.07608,NA,1.92082,0.199435,0.25324,NA,-0.58593,-5.379455500000001,-8.042967,NA,-6.883079,0.0828905,2.0225,NA,-0.877522,27.718994000000002,5.209026,NA,2.225394,19.707079999999998,-0.07673,NA,15.70926,-9.686955000000001,7.11516,NA,-12.05095,5.2
"Gilbertson, Matt",2022,RIGHT,0.48205128205128206,22,86.07713,83.69447,5.5222,87.78844000000001,NA,76.60188,79.93107499999999,2028.649719,NA,2294.296881,1040.6082084999998,238.42409,NA,21.809014,285.15894849999995,2.3779950000000003,NA,1.97397,1.42936,-0.20256,NA,-0.17059,0.08971,-6.6788045,NA,-10.598047,-9.4150325,0.212358,NA,-2.01697,-0.445004,8.9441275,NA,8.265268,9.521812,10.14284,NA,-15.16328,-0.55801,15.46904,NA,-7.05878,7.437305,3.74
"Gillies, Keagan",2019,RIGHT,0.5454545454545454,3,272.801159,89.25826428,6.454194665,90.09902968,79.031456985,75.63179606,NA,2151.184898,2420.9299815000004,2335.063557,NA,196.79740385000002,140.9548742,114.4385437,NA,2.9023628945,2.102737854,3.104637163,NA,-0.060584927,-1.01225475,-0.569564879,NA,-4.790479620499999,-8.346789659999999,-8.062396667,NA,-1.051746945,-3.501718814,-3.039806664,NA,23.91615511,13.55023617,NA,NA,23.70196703,8.612979861500001,3.73964791,NA,7.73806854,-7.4626645719999996,-5.917940795,NA,7.92
"Gillis, Brett",2022,RIGHT,0.5586854460093896,4.5,141.07822,75.512705,5.47596,89.46646,82.45632499999999,NA,NA,2321.958081,2077.9265809999997,NA,NA,216.159342,184.878207,NA,NA,2.50424,1.997175,NA,NA,-0.24588,-0.5433399999999999,NA,NA,-5.225725,-8.0123355,NA,NA,-0.776213,-2.626615,NA,NA,32.999719,11.418788,NA,NA,21.20938,5.15126,NA,NA,14.44028,0.52921,NA,NA,2.24
"Gillis, Brock",2022,RIGHT,0.581081081081081,1.625,213.47869500000002,81.37808,6.21072,90.30318,78.96664,NA,81.316395,2181.734893,2268.520579,NA,1211.8199450000002,222.271956,76.187671,NA,235.839012,2.965745,2.34755,NA,2.162605,-0.005855,-0.49567,NA,0.55982,-4.381221,-7.536513,NA,-6.708002499999999,-0.937985,-3.365542,NA,-0.8082305000000001,29.823853,18.3414415,NA,12.915169,16.780105,-0.97091,NA,8.31026,13.929079999999999,-6.4476,NA,11.181245,4.61
"Gillispie, Connor",2019,RIGHT,0.5309090909090909,8.666666666666666,165.49573575,73.21126722,5.8364774895,89.863216185,80.68951167,NA,85.31383525999999,2321.294959,2428.41216,NA,1643.0935709999999,199.44315625000002,92.95432116,NA,215.51208409999998,2.975123472,2.308847685,NA,1.8054483285,0.1052359435,-0.574373091,NA,0.3504107565,-4.3002998415,-7.870123924,NA,-6.521393064,-0.536232413,-3.469351891,NA,-0.227549075,24.982088295,21.02617836,NA,-5.471908685000001,21.6540189,0.694851814,NA,11.768562105,7.787381281,-13.95942299,NA,7.5739704725,2.5
"Gipson-Long, Sawyer",2019,RIGHT,0.5643564356435643,2,171.463536,74.62773698,7.190001014,90.7876803,NA,74.678132125,NA,2314.759718,NA,2534.1091675,NA,216.8177335,NA,64.429855344999993,NA,2.860278509,NA,2.0915196075,NA,0.475732697,NA,-0.284783979,NA,-5.320865303,NA,-9.8881365835,NA,-1.050080805,NA,-4.334930744,NA,17.43955884,NA,14.28468448,NA,12.75407784,NA,-7.810582543000001,NA,9.772616987,NA,-16.187197294999997,NA,5.21
"Golden, Liam",2022,RIGHT,0.5671641791044776,1,262.92142,85.68208,6.16036,84.045365,NA,NA,77.78383,2054.0203415,NA,NA,1534.845144,213.714969,NA,NA,210.281753,2.6510949999999998,NA,NA,2.5684449999999996,0.189365,NA,NA,-0.029414999999999997,-5.6817934999999995,NA,NA,-6.629647,-1.158402,NA,NA,-1.5425490000000002,18.744774,NA,NA,10.344988,15.004455,NA,NA,11.256129999999999,9.316185,NA,NA,6.75951,5.4
"Gollert, Harley",2022,LEFT,0.5313432835820896,2.3157894736842106,141.70261,81.37326,5.16563,86.77539,NA,75.342845,76.77317,1972.2908275,NA,2161.1467115,1594.455169,149.7019675,NA,295.359925,131.008096,2.5121000000000002,NA,2.3201099999999997,2.24348,0.052535,NA,0.7320599999999999,-0.275575,-5.4911395,NA,-8.583019499999999,-7.07409,0.8213295,NA,2.8239039999999997,0.150364,21.415556000000002,NA,34.226494,16.619518,17.849165,NA,-1.06555,13.46166,-9.70609,NA,6.0732099999999996,-13.53674,6.1
"Gomez, Alec",2021,RIGHT,0.42424242424242425,3,139.4235438,90.59387337,5.004058421,88.16168450999999,NA,76.52076487,NA,1918.0262085,NA,2079.8377445,NA,215.64305485,NA,108.26732156,NA,2.739376937,NA,2.6616651974999996,NA,0.048336656500000005,NA,-0.5069145655,NA,-5.8636846375000005,NA,-8.896262641,NA,1.1430114685,NA,-1.341260079,NA,10.066483666,NA,17.5355526315,NA,19.767132665,NA,1.993057062,NA,14.853948095,NA,-4.5397248415,NA,5.83
"Gongora, Sebastian",2022,LEFT,0.5462184873949579,2,124.8336,83.44396,5.589359999999999,88.906215,NA,75.015225,80.644525,2219.231058,NA,2070.4870965,1753.4070565000002,154.6572235,NA,327.0946595,152.061124,2.7752,NA,2.0847499999999997,1.794575,0.23561500000000002,NA,0.633505,0.39788500000000004,-5.7174975,NA,-9.8844405,-7.2729795,0.903381,NA,2.434609,0.9520679999999999,27.463221,NA,31.9695685,-8.382808,19.00938,NA,-5.866125,18.294105000000002,-8.307089999999999,NA,5.13935,-8.6354,5.88
"Gonzales, Joseph",2022,RIGHT,0.47410358565737054,4.111111111111111,50.50039,86.290975,5.41091,91.10539,81.41587,NA,83.8536,2170.80375,2269.091613,NA,2256.394565,251.40460000000002,179.092819,NA,246.497031,2.2869450000000002,1.92295,NA,2.054215,0.27663499999999996,-0.40754,NA,0.6505799999999999,-6.127063,-7.766919,NA,-7.029431499999999,-0.7473365000000001,-2.992534,NA,-0.5830735,7.782422499999999,17.344597,NA,-1.1465035000000001,7.14183,2.29748,NA,8.628095,18.148335000000003,-0.01752,NA,17.646565,3.22
"Gonzalez, Joan",2022,RIGHT,0.48,2,211.30988,88.5762,5.18906,88.65041,81.38255,NA,NA,2166.306489,2514.844778,NA,NA,212.562691,127.030423,NA,NA,2.38876,2.45887,NA,NA,-0.1055,-0.60617,NA,NA,-5.538796,-7.21962,NA,NA,-1.111053,-3.131953,NA,NA,55.930724,11.7214975,NA,NA,17.944935,2.7739,NA,NA,11.329160000000002,-3.4037,NA,NA,4.95
"Gonzalez, Jonathan",2022,RIGHT,0.5257142857142857,1.6,134.55282,79.87187,5.31701,85.71805,78.42243,NA,80.11006,1923.183666,2015.978106,NA,1929.739639,118.898519,92.37174,NA,92.232975,2.37943,1.7838,NA,1.73841,0.36824,-0.09632,NA,-0.23644,-6.257799,-8.536111,NA,-7.971242,0.952886,0.601545,NA,0.334453,11.3145235,-21.796249,NA,15.777811,10.57804,-0.45319,NA,1.97213,-16.6954,-16.6432,NA,-16.91631,5.34
"Gooch, Drew",2019,LEFT,0.5714285714285714,1.3333333333333333,167.56236265,90.51666293,5.909011728,86.30478418,81.40629151,NA,79.01404279,2054.588517,2320.066635,NA,1490.338657,144.4309856,165.8694572,NA,134.6028549,2.367808123,1.486995865,NA,1.883757404,-0.107303962,0.234008289,NA,-0.550075401,-5.672498545,-7.584722586,NA,-7.080516851,1.575554104,3.069631235,NA,0.816849023,4.667342887,18.24098524,NA,16.11196479,14.82380604,6.111856597,NA,13.14217391,-10.50206786,-1.818729755,NA,-12.83415782,3.47
